assigned_to,Mathematical,Shape(s) is closed,Labeled angles (if any) match drawn angle,Applicable - Labeled angles (if any) match drawn angle,Labeled lengths and areas (if any) match visual proportions,Applicable - Labeled lengths and areas (if any) match visual proportions,Core math properties of the shape(s) are correct,Spatial,Diagram is fully in frame,Diagram elements are scaled to be readable,Labels (if any) are associated with correct elements,Applicable - Labels (if any) are associated with correct elements,Diagram elements don't problematically overlap,prompt,subcategory,image,tikz,rating_source,diagram_id
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"triangle, base 5 units, height 5 units, on grid",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-onm9jHak8uLuDdpuj9OpzTNYtBRkdu.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[scale=0.5]
  % Draw grid
  \draw[gray, thin] (0,0) grid (8,8);
  
  % Draw triangle with base 5 units and height 5 units
  \draw[fill=LBlue, thick] (1,1) -- (6,1) -- (3.5,6) -- cycle;
  
  % Draw height line (dashed)
  \draw[dashed] (3.5,6) -- (3.5,1);
  
  % Draw right angle indicator
  \draw[line width=0.5pt] (3.5,1) rectangle (3.8,1.3);
  
  % Label base
  \node[below] at (3.5,0.7) {5 units};
  \draw[<->] (1,0.8) -- (6,0.8);
  
  % Label height
  \node[right] at (3.8,3.5) {5 units};
  \draw[<->] (3.7,1) -- (3.7,6);
\end{tikzpicture}
\end{document}",rebecca,13
All (IRR),,Yes,No,N/A,No,N/A,Yes,,No,Yes,Yes,,Yes,"triangle PQR with point Q marked, showing rotation pattern",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-OqLEbul0xA8HCR76lxaVLAJwniG01I.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]
\clip(-2,-1.5) rectangle (2,1.5);

% Original triangle PQR
\draw[thick] (-1.5,-0.5) -- (1,1) -- (0.5,-1) -- cycle;

% Mark point Q with a filled circle
\fill (1,1) circle (0.08);
\node[above right] at (1,1) {Q};

% Label other vertices
\node[below left] at (-1.5,-0.5) {P};
\node[below right] at (0.5,-1) {R};

% Show rotation pattern with arrows and rotated positions
% 90° rotation around Q
\begin{scope}[rotate around={90:(1,1)}]
\draw[dashed, blue] (-1.5,-0.5) -- (1,1) -- (0.5,-1) -- cycle;
\end{scope}

% 180° rotation around Q
\begin{scope}[rotate around={180:(1,1)}]
\draw[dotted, red] (-1.5,-0.5) -- (1,1) -- (0.5,-1) -- cycle;
\end{scope}

% 270° rotation around Q
\begin{scope}[rotate around={270:(1,1)}]
\draw[dash dot, green] (-1.5,-0.5) -- (1,1) -- (0.5,-1) -- cycle;
\end{scope}

% Rotation arrows showing the pattern
\draw[->, thick, purple] (1.3,1) arc (0:90:0.3);
\draw[->, thick, purple] (0.7,1.3) arc (90:180:0.3);
\draw[->, thick, purple] (0.7,0.7) arc (180:270:0.3);
\draw[->, thick, purple] (1.3,0.7) arc (270:360:0.3);

\end{tikzpicture}
\end{document}",irr_consensus,14
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"coordinate plane showing congruent triangles, triangle 1 at (1,1), (4,1), (2,4) and triangle 2 at (-1,-1), (-4,-1), (-2,-4) demonstrating congruence",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-zGMSH5qGOAtTDfwU2MLzFP2BKvLCuG.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FourQuadrantGrid,
    width=\HalfPage,
    height=\HalfPage,
    xmin=-5,
    xmax=5,
    ymin=-5,
    ymax=5,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={-4,-3,-2,-1,0,1,2,3,4},
    ytick={-4,-3,-2,-1,0,1,2,3,4},
    minor xtick={-5,5},
    minor ytick={-5,5}
]

% Triangle 1 vertices
\coordinate (A1) at (1,1);
\coordinate (B1) at (4,1);
\coordinate (C1) at (2,4);

% Triangle 2 vertices
\coordinate (A2) at (-1,-1);
\coordinate (B2) at (-4,-1);
\coordinate (C2) at (-2,-4);

% Draw Triangle 1
\draw[Blue, line width=1.5pt] (A1) -- (B1) -- (C1) -- cycle;

% Draw Triangle 2
\draw[Red, line width=1.5pt] (A2) -- (B2) -- (C2) -- cycle;

% Label Triangle 1 vertices
\node[vertex, label={below left:$A_1$}, fill=white, draw=black, thick, inner sep=1.5pt] at (A1) {};
\node[vertex, label={below right:$B_1$}, fill=white, draw=black, thick, inner sep=1.5pt] at (B1) {};
\node[vertex, label={above:$C_1$}, fill=white, draw=black, thick, inner sep=1.5pt] at (C1) {};

% Label Triangle 2 vertices
\node[vertex, label={above right:$A_2$}, fill=white, draw=black, thick, inner sep=1.5pt] at (A2) {};
\node[vertex, label={above left:$B_2$}, fill=white, draw=black, thick, inner sep=1.5pt] at (B2) {};
\node[vertex, label={below:$C_2$}, fill=white, draw=black, thick, inner sep=1.5pt] at (C2) {};

\end{axis}
\end{tikzpicture}
\end{document}",vishal,15
Shubhra,,Yes,Yes,,No,N/A,Yes,,Yes,Yes,Yes,,No,"right triangle, hypotenuse c, angle A = 48 degrees, sides labeled a and b",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-NLeJqGEbojDsTG41jgYQ0iNI2psPyZ.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1.25in,y=1.25in]

\clip (0,0) rectangle (\HP,2in);
\begin{scope}[xshift =.6in, yshift =.4in, scale=0.2]
\coordinate (A) at (0,0);
\coordinate (B) at (6,0);
\coordinate (C) at (0,4.464);
\draw (A) -- node[below] {$b$}(B) -- node[above right] {$c$} (C) -- node[left] {$a$} (A);
\draw[thin] (0,0.5) -- (0.5,0.5) -- (0.5,0);
\drawarc[](B)(132:180:2cm);
\node at (4.5,0.4) {$A = 48^\circ$};
\node[vertex] at (A) {}; 
\node[vertex] at (B) {}; 
\node[vertex] at (C) {};
\end{scope}

\end{tikzpicture}
\end{document}",shubhra,16
Rebecca,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,Yes,"two triangles with same area but clearly different shapes - one tall and narrow, one short and wide",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-BBhCmkEa6a4iB0xYSCy0s4F78Ipb3D.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]

% First triangle - tall and narrow
\draw[fill=LBlue, thick] (0,0) -- (1,0) -- (0.5,2) -- cycle;

% Label for first triangle
\node[below] at (0.5,-0.1) {Triangle 1};

% Second triangle - short and wide  
\draw[fill=LBlue, thick] (2.5,0) -- (5.5,0) -- (4,1) -- cycle;

% Label for second triangle
\node[below] at (4,-0.1) {Triangle 2};

% Area labels
\node[above] at (0.5,2.1) {Area = 1 square unit};
\node[above] at (4,1.1) {Area = 1.5 square units};

% Base and height annotations for Triangle 1
\draw[<->] (0,-0.3) -- (1,-0.3);
\node[below] at (0.5,-0.3) {base = 1};
\draw[<->] (-0.2,0) -- (-0.2,2);
\node[left] at (-0.2,1) {height = 2};

% Base and height annotations for Triangle 2
\draw[<->] (2.5,-0.3) -- (5.5,-0.3);
\node[below] at (4,-0.3) {base = 3};
\draw[<->] (5.7,0) -- (5.7,1);
\node[right] at (5.7,0.5) {height = 1};

\end{tikzpicture}

\end{document}",rebecca,17
All (IRR),,Yes,No,N/A,No,,Yes,,Yes,Yes,Yes,,No,"Triangle ABC with vertices labeled A, B, C, side length 8 units, distance from A to C is 6 units",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-7tqIzZ0CYuazRTTmJcZZFrspq7Qvfr.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}
\clip (-1,-1) rectangle (9,7);

% Define vertices with AC = 6 units and one side = 8 units
% Let's place A at origin, C at (6,0), and B positioned to make AB = 8
\coordinate (A) at (0,0);
\coordinate (C) at (6,0);
\coordinate (B) at (3,5.196); % Using Pythagorean theorem to position B

% Draw the triangle
\draw (A)--(B)--(C)--(A);

% Label vertices
\node[vertex,label=below left:{$A$}] at (A) {};
\node[vertex,label=above:{$B$}] at (B) {};
\node[vertex,label=below right:{$C$}] at (C) {};

% Label the sides with their lengths
\node at (1.5,2.6) {8};
\node at (3,-0.4) {6};

\end{tikzpicture}

\end{document}",irr_consensus,18
Shubhra,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,triangle shape,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-dWfNWMi6JmniDuEfqVKip3peduch5H.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}
\coordinate (A) at (0,0);
\coordinate (B) at (3,0);
\coordinate (C) at (1.5,2.6);

\draw (A) -- (B) -- (C) -- cycle;

\node[vertex, label=below left:A] at (A) {};
\node[vertex, label=below right:B] at (B) {};
\node[vertex, label=above:C] at (C) {};
\end{tikzpicture}

\end{document}",shubhra,19
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate plane with triangle PQR where P is at (1,2), Q is at (4,2), and R is at (4,5). Show the triangle filled in lightly",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-cuCfiUdZ3p66XXXre2LaWfom40Q6Rm.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,width=\HalfPage,height=\HalfPage,xmin=0,xmax=6,ymin=0,ymax=6,xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={0,1,2,3,4,5,6},ytick={0,1,2,3,4,5,6}]

\coordinate (P) at (1,2);
\coordinate (Q) at (4,2);
\coordinate (R) at (4,5);

\fill[blue!20] (P) -- (Q) -- (R) -- cycle;
\draw[line width=1.5pt] (P) -- (Q) -- (R) -- cycle;

\node[vertex,label=below left:{$P$}] at (P) {};
\node[vertex,label=below right:{$Q$}] at (Q) {};
\node[vertex,label=above right:{$R$}] at (R) {};

\end{axis}
\end{tikzpicture}
\end{document}",rebecca,20
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate plane showing triangle ABC at A(1,2), B(3,1), C(2,4) and its translation to A'(5,3), B'(7,2), C'(6,5) with arrow showing movement",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-gnKvYd4aNktV4vkp1nqlMApLQ7MuzM.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FirstQuadrantLabeled,
    width=\HalfPage,
    height=\HalfPage,
    xmin=0,
    xmax=8,
    ymin=0,
    ymax=6,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={0,1,2,3,4,5,6,7,8},
    ytick={0,1,2,3,4,5,6},
    minor x tick num=0,
    minor y tick num=0
]

% Original triangle ABC
\coordinate (A) at (1,2);
\coordinate (B) at (3,1);
\coordinate (C) at (2,4);

% Translated triangle A'B'C'
\coordinate (Ap) at (5,3);
\coordinate (Bp) at (7,2);
\coordinate (Cp) at (6,5);

% Draw original triangle
\draw[Blue, line width=1.5pt] (A) -- (B) -- (C) -- (A);

% Draw translated triangle
\draw[Red, line width=1.5pt] (Ap) -- (Bp) -- (Cp) -- (Ap);

% Translation arrow from centroid of ABC to centroid of A'B'C'
\coordinate (centroid) at (2,7/3);
\coordinate (centroidp) at (6,10/3);
\draw[Green, line width=2pt, ->] (centroid) -- (centroidp);

% Label vertices of original triangle
\node[vertex, label={below left:$A$}] at (A) {};
\node[vertex, label={below right:$B$}] at (B) {};
\node[vertex, label={above:$C$}] at (C) {};

% Label vertices of translated triangle
\node[vertex, label={below left:$A'$}] at (Ap) {};
\node[vertex, label={below right:$B'$}] at (Bp) {};
\node[vertex, label={above:$C'$}] at (Cp) {};

\end{axis}
\end{tikzpicture}
\end{document}",rebecca,21
Vishal,,Yes,Yes,,No,,Yes,,Yes,Yes,Yes,,Yes,"triangle on grid, base 12 units height 8 units",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-2f1p74OQF3DOiXubtyQnLLtdAGkRSe.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,width=\HalfPage,height=\HalfPage,xmin=0,xmax=14,ymin=0,ymax=10,xlabel={},ylabel={},xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={0,2,4,6,8,10,12,14},ytick={0,2,4,6,8,10},minor x tick num=1,minor y tick num=1,grid=major]

% Triangle with base 12 units and height 8 units
\addplot[thick, fill=LBlue, fill opacity=0.3] coordinates {(1,1) (13,1) (7,9) (1,1)};

% Height line (dashed from apex to base)
\draw[dashed, thick] (axis cs:7,9) -- (axis cs:7,1);

% Right angle indicator at base
\draw[thick] (axis cs:6.7,1) -- (axis cs:6.7,1.3) -- (axis cs:7,1.3);

% Base label
\node[below, fill=white, draw=black, thick, inner sep=1.5pt] at (axis cs:7,0.5) {base = 12 units};

% Height label
\node[right, fill=white, draw=black, thick, inner sep=1.5pt] at (axis cs:7.5,5) {height = 8 units};

% Arrows indicating base length
\draw[<->, thick] (axis cs:1,0.5) -- (axis cs:13,0.5);

% Arrow indicating height
\draw[<->, thick] (axis cs:6.5,1) -- (axis cs:6.5,9);

\end{axis}
\end{tikzpicture}

\end{document}",vishal,22
All (IRR),,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,"triangle with base labeled and height shown as dashed perpendicular line, base = 8, height = 5",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-v0zwCNEMKbWGPkyH2lpNnKH4qlN7Ur.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]
\clip (-0.5,-0.5) rectangle (5,3);

\begin{scope}
% Draw the triangle with base = 8 and height = 5
\draw[fill=LBlue] (0,0)--(4,0)--(2,2.5)--cycle;

% Draw the dashed height line from apex to base
\draw[dashed] (2,2.5)--(2,0);

% Draw right angle indicator at the base
\draw[line width=0.5pt] (2,0) rectangle ($(2,0)+(.1,.1)$);

% Label the base
\node[below] at (2,-0.2) {8};

% Label the height
\node[right] at (2.1,1.25) {5};

% Draw arrows indicating the base length
\draw[<->] (0,-0.4)--(4,-0.4);

\end{scope}

\end{tikzpicture}
\end{document}",irr_consensus,23
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate grid with triangle DEF with D at (2,1), E at (4,2), F at (3,4)",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-Z2wyo5O4C2de2uIpLquvZ5PGt416Y1.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,width=\HalfPage,height=\HalfPage,xmin=0,xmax=6,ymin=0,ymax=6,xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={0,1,2,3,4,5,6},ytick={0,1,2,3,4,5,6}]

\coordinate (D) at (2,1);
\coordinate (E) at (4,2);
\coordinate (F) at (3,4);

\draw[line width=1.5pt] (D) -- (E) -- (F) -- (D);

\node[vertex,label=below left:{$D$}] at (D) {};
\node[vertex,label=below right:{$E$}] at (E) {};
\node[vertex,label=above:{$F$}] at (F) {};

\end{axis}
\end{tikzpicture}
\end{document}",vishal,24
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate plane showing triangle with vertices at (2,1), (4,3), (1,4) and its image after reflection across x-axis then translation 5 units right",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-tfTDt2p7dPZURrU88wOaWbb7ixZpk4.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    FourQuadrantGrid,
    width=\HalfPage,
    height=\HalfPage,
    xmin=-2,
    xmax=10,
    ymin=-5,
    ymax=5,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={-2,-1,0,1,2,3,4,5,6,7,8,9,10},
    ytick={-4,-3,-2,-1,0,1,2,3,4},
    minor x tick num=0,
    minor y tick num=0
]

% Original triangle
\coordinate (A) at (2,1);
\coordinate (B) at (4,3);
\coordinate (C) at (1,4);

\draw[Blue, line width=1.5pt] (A) -- (B) -- (C) -- (A);

\node[vertex, label={below right:A}, fill=white, draw=black, thick, inner sep=1.5pt] at (A) {};
\node[vertex, label={above right:B}, fill=white, draw=black, thick, inner sep=1.5pt] at (B) {};
\node[vertex, label={above left:C}, fill=white, draw=black, thick, inner sep=1.5pt] at (C) {};

% Image after reflection across x-axis then translation 5 units right
\coordinate (A') at (7,-1);
\coordinate (B') at (9,-3);
\coordinate (C') at (6,-4);

\draw[Red, line width=1.5pt] (A') -- (B') -- (C') -- (A');

\node[vertex, label={above right:A'}, fill=white, draw=black, thick, inner sep=1.5pt] at (A') {};
\node[vertex, label={below right:B'}, fill=white, draw=black, thick, inner sep=1.5pt] at (B') {};
\node[vertex, label={below left:C'}, fill=white, draw=black, thick, inner sep=1.5pt] at (C') {};

\end{axis}
\end{tikzpicture}
\end{document}",vishal,26
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,"large net with 1 triangle in center, 3 triangles attached to each side",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-R47tZ577A7dp1IsbQSsUliinBr0hgL.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]

%% put in the grid dimensions here
\def\widthparts{2.5}
\def\heightparts{2.5}

%% this part sets the clip around the grid so the image doesn't have an unnecessary white space
\clip (-.1,-.1) rectangle (\widthparts+.1,\heightparts+.1);

% Central triangle
\draw[line width=1pt, fill=LBlue] (1,1)--(1.8,1)--(1.4,1.693)--cycle;

% Left triangle attached to left side of central triangle
\draw[line width=1pt, fill=LBlue] (1,1)--(0.6,0.307)--(0.2,1)--cycle;

% Right triangle attached to right side of central triangle
\draw[line width=1pt, fill=LBlue] (1.8,1)--(2.2,1)--(2.6,0.307)--cycle;

% Top triangle attached to top side of central triangle
\draw[line width=1pt, fill=LBlue] (1.4,1.693)--(0.6,2.386)--(2.2,2.386)--cycle;

\end{tikzpicture}
\end{document}",vishal,27
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,Yes,"coordinate plane with triangle ABC, A(1,2) B(3,1) C(2,4), -6 to 6 axes",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-TTEQW8q7JvRx6yQ3RC3r6g7Oz3gpdF.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FourQuadrantGrid,width=\HalfPage,height=\HalfPage,xmin=-6,xmax=6,ymin=-6,ymax=6,xlabel={$x$},ylabel={$y$},xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={-6,-4,-2,0,2,4,6},ytick={-6,-4,-2,0,2,4,6},minor xtick={-6,-5,...,6},minor ytick={-6,-5,...,6}]

% Draw triangle ABC
\addplot [thick, black] coordinates {(1,2) (3,1) (2,4) (1,2)};

% Plot vertices
\node[vertex, label={above right:A}] at (1,2) {};
\node[vertex, label={below right:B}] at (3,1) {};
\node[vertex, label={above left:C}] at (2,4) {};

\end{axis}
\end{tikzpicture}
\end{document}",vishal,28
Rebecca,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,No,N/A,Yes,large net showing 4 triangles and 1 square arranged with square in center and triangles on each side,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-JRlbKtOP4jiqOj95vJU8P8K6gtcPHW.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}[x=1in,y=1in]

% Define the side length for consistent sizing
\def\sidelength{0.8}

% Central square
\draw[line width=1.5pt, fill=LBlue] 
(-\sidelength/2,-\sidelength/2) rectangle (\sidelength/2,\sidelength/2);

% Top triangle
\draw[line width=1.5pt, fill=LBlue] 
(-\sidelength/2,\sidelength/2) -- (\sidelength/2,\sidelength/2) -- (0,\sidelength/2+\sidelength) -- cycle;

% Right triangle  
\draw[line width=1.5pt, fill=LBlue] 
(\sidelength/2,-\sidelength/2) -- (\sidelength/2,\sidelength/2) -- (\sidelength/2+\sidelength,0) -- cycle;

% Bottom triangle
\draw[line width=1.5pt, fill=LBlue] 
(-\sidelength/2,-\sidelength/2) -- (\sidelength/2,-\sidelength/2) -- (0,-\sidelength/2-\sidelength) -- cycle;

% Left triangle
\draw[line width=1.5pt, fill=LBlue] 
(-\sidelength/2,-\sidelength/2) -- (-\sidelength/2,\sidelength/2) -- (-\sidelength/2-\sidelength,0) -- cycle;

\end{tikzpicture}
\end{document}",rebecca,29
Rebecca,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,triangle with base labeled 6 units and height labeled 4 units,triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-AFDk2ACWucXjO1d7KvSJCZzwOvJf2h.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1in,y=1in]
\clip (-0.5,-0.5) rectangle (4,3);

\begin{scope}
% Draw the triangle with vertices at (0,0), (3,0), and (1.5,2)
\draw[fill=LBlue] (0,0)--(3,0)--(1.5,2)--cycle;

% Draw dashed height line from apex to base
\draw[dashed] (1.5,2)--(1.5,0);

% Draw right angle indicator at the base
\draw[line width=0.5pt] (1.5,0) rectangle ($(1.5,0)+(0.1,0.1)$);

% Label the base as 6 units
\node[below] at (1.5,-0.2) {6 units};
\draw[->] (1.2,-0.15)--(0,-0.15);
\draw[->] (1.8,-0.15)--(3,-0.15);

% Label the height as 4 units
\node[right] at (1.7,1) {4 units};

\end{scope}

\end{tikzpicture}
\end{document}",rebecca,30
Shubhra,,Yes,Yes,,Yes,,Yes,,Yes,Yes,Yes,,Yes,"right triangle, vertical side 3 meters (pole), horizontal side 4 meters, hypotenuse (rope), angle x at base",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-blVdkTTglGT9L0tjJ9opKb0vnmRWKx.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=0.8in,y=0.8in]

\clip (-0.5,-0.5) rectangle (5,4);

\coordinate (A) at (0,0);
\coordinate (B) at (4,0);
\coordinate (C) at (0,3);

\draw (A) -- node[below] {4 meters} (B) -- node[above right] {rope} (C) -- node[left] {3 meters (pole)} (A);

\draw[right angle symbol={C}{A}{B}];

\drawarc[](B)(135:180:0.8cm);
\node at (3.2,0.3) {$x$};

\node[vertex] at (A) {};
\node[vertex] at (B) {};
\node[vertex] at (C) {};

\end{tikzpicture}

\end{document}",shubhra,31
Shubhra,,Yes,No,N/A,Yes,,Yes,,Yes,Yes,Yes,,No,"triangle on grid, acute triangle with base 4 units and height 5 units, label base",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-9OoaS4EvEWL9NZwisF4Xre1Tq4BUnr.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FirstQuadrantLabeled,width=\HalfPage,height=\HalfPage,xmin=0,xmax=8,ymin=0,ymax=8,xlabel style={yshift=-8pt},ylabel style={xshift=-8pt},xtick={0,1,2,3,4,5,6,7,8},ytick={0,1,2,3,4,5,6,7,8},grid=major,grid style={gray!30}]

% Triangle vertices: base from (1,2) to (5,2), apex at (3,7)
\addplot[fill=LBlue, draw=black, thick] coordinates {(1,2) (5,2) (3,7) (1,2)};

% Label the base
\node[below, fill=white, draw=black, thick, inner sep=1.5pt] at (3,1.7) {base = 4 units};

% Height line (dashed from apex to base)
\draw[dashed, thick] (3,7) -- (3,2);

% Right angle marker at base
\draw[thick] (2.8,2) rectangle (3.2,2.4);

% Height label
\node[right, fill=white, draw=black, thick, inner sep=1.5pt] at (3.2,4.5) {height = 5 units};

\end{axis}
\end{tikzpicture}
\end{document}",shubhra,32
Vishal,,Yes,No,N/A,No,N/A,Yes,,Yes,Yes,Yes,,No,"grid with triangle, acute triangle on coordinate plane, vertices at (1,1), (7,2), (4,5), show multiple possible base-height combinations",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-5GhMAq8Cq2rscNX3PCLGwh9SDCUidC.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}
\begin{tikzpicture}
\begin{axis}[FourQuadrantGrid,
    width=\HalfPage,
    height=\HalfPage,
    xmin=0,
    xmax=8,
    ymin=0,
    ymax=6,
    xlabel={$x$},
    ylabel={$y$},
    xlabel style={yshift=-8pt},
    ylabel style={xshift=-8pt},
    xtick={0,1,2,3,4,5,6,7,8},
    ytick={0,1,2,3,4,5,6},
    minor x tick num=0,
    minor y tick num=0]

% Triangle vertices
\coordinate (A) at (1,1);
\coordinate (B) at (7,2);
\coordinate (C) at (4,5);

% Draw the triangle
\draw[thick] (A) -- (B) -- (C) -- cycle;

% Label vertices
\node[vertex, label={below left:A}] at (A) {};
\node[vertex, label={below right:B}] at (B) {};
\node[vertex, label={above:C}] at (C) {};

% Base-height combination 1: AB as base, perpendicular from C
\draw[dashed, red] (C) -- (4,1.17);
\node[red, above right] at (4,3) {$h_1$};
\node[red, below] at (4,1.5) {Base: AB};

% Base-height combination 2: AC as base, perpendicular from B  
\draw[dashed, blue] (B) -- (2.2,3.4);
\node[blue, right] at (6,3.5) {$h_2$};
\node[blue, left] at (2.5,2.8) {Base: AC};

% Base-height combination 3: BC as base, perpendicular from A
\draw[dashed, green] (A) -- (5.8,3.8);
\node[green, above left] at (2,4) {$h_3$};
\node[green, above] at (5.5,3.2) {Base: BC};

% Add perpendicular marks
\draw[red] (3.9,1.07) -- (3.9,1.27) -- (4.1,1.27);
\draw[blue] (2.1,3.3) -- (2.3,3.5) -- (2.0,3.6);
\draw[green] (5.7,3.7) -- (5.9,3.9) -- (5.6,4.0);

\end{axis}
\end{tikzpicture}
\end{document}",vishal,33
Vishal,,No,Yes,,No,N/A,Yes,,Yes,No,No,,Yes,"right triangle, opposite side 14.5, angle 28 degrees, hypotenuse w",triangle,https://2xavun1dsa0sayar.public.blob.vercel-storage.com/visuals/vis_final-fYb710njn1a3uayZrK1f0oqcgp1TZf.svg,"\documentclass{IM}
\usepackage{tikz}
\begin{document}

\begin{tikzpicture}[x=1.25in,y=1.25in]

\clip (0,0) rectangle (\HP,2.2in);
\begin{scope}[xshift =.8in, yshift =.4in, scale=0.2]
\coordinate (A) at (0,0);
\coordinate (B) at (27.314,0);
\coordinate (C) at (0,14.5);
\draw (A) -- (B) -- node[above right] {$w$} (C) -- node[left]{$14.5$} (A);
\draw[thin] (0,0.5) -- (0.5,0.5) -- (0.5,0);
\drawarc[](B)(152:180:2cm);
\node at (24.5,0.4) {$28^\circ$};
\node[vertex] at (A) {}; 
\node[vertex] at (B) {}; 
\node[vertex] at (C) {};
\end{scope}

\end{tikzpicture}
\end{document}",vishal,34
