diagram_id,model,main_category,subcategory,extraction_success,extraction_time_ms,prompt_tokens,completion_tokens,evaluation_time_ms,overall_score,overall_pass,angle_labels_matches_arcs_passed,angle_labels_matches_arcs_message,diagram_fully_in_canvas_passed,diagram_fully_in_canvas_message,labels_associated_with_elements_passed,labels_associated_with_elements_message,diagram_elements_dont_problematically_overlap_passed,diagram_elements_dont_problematically_overlap_message,diagram_elements_are_readable_size_passed,diagram_elements_are_readable_size_message,shape_outlines_are_closed_passed,shape_outlines_are_closed_message,core_mathematical_properties_of_shapes_correct_passed,core_mathematical_properties_of_shapes_correct_message,labeled_lengths_areas_match_proportions_passed,labeled_lengths_areas_match_proportions_message,schema_validation_passed,schema_validation_message
321,gpt-4.1-mini,3d shapes,rectangular prism,True,15035.680750006577,3298,1121,35.10683300555684,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
322,gpt-4.1-mini,3d shapes,rectangular prism,True,115066.03637500666,3454,7765,133.55320900154766,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,False,Numeric label '7' is 61.4pt from nearest edge (limit 55.0pt); Numeric label '5' is 141.5pt from nearest edge (limit 55.0pt); Numeric label '3' is 87.3pt from nearest edge (limit 55.0pt) (+3 more),True,No problematic overlaps detected,True,All elements >= 2.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
323,gpt-4.1-mini,3d shapes,rectangular prism,True,24576.055166995502,3365,1641,40.84916699503083,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
324,gpt-4.1-mini,3d shapes,rectangular prism,True,24369.296208009473,3855,1737,13.860457998816855,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label '2 m' -> segment (distance=0.0pt); Label '5 m' -> segment (distance=0.0pt); Label '3 m' -> segment (distance=0.0pt); Label '1 m' -> segment (distance=0.0pt); Label '2 m' -> segment (distance=0.0pt) (ties noted: Numeric label '2 m' ties edges (difference=0.0pt); Numeric label '5 m' ties edges (difference=0.0pt) (+3 more ties)),True,No problematic overlaps detected,True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=2) vs ((no id), label=5) → rel. error 1.500; Length proportion mismatch: ((no id), label=2) vs ((no id), label=3) → rel. error 1.500; Length proportion mismatch: ((no id), label=2) vs ((no id), label=1) → rel. error 0.167 (+6 more)",,
325,gpt-4.1-mini,3d shapes,rectangular prism,True,22280.694666013005,3332,1124,33.18691599997692,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
326,gpt-4.1-mini,3d shapes,rectangular prism,True,14357.587542006513,3362,861,16.31416700547561,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
327,gpt-4.1-mini,3d shapes,rectangular prism,True,28806.510166003136,3433,1604,42.28900000452995,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,Solid segment overlaps interior of 3D part id=6; Solid segment overlaps interior of 3D part id=7; Solid segment overlaps interior of 3D part id=1 (+3 more),True,All elements >= 0.7pt,False,3D-part id=1 top face not drawn at max y; 3D-part id=2 top face not drawn at max y; 3D-part id=3 top face not drawn at max y (+5 more),True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
328,gpt-4.1-mini,3d shapes,rectangular prism,True,14133.021957997698,3378,1148,34.90579100616742,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,3D parts id=2 (mean z=1.00) and id=1 (mean z=1.00) overlap 183.6 pt²; normals differ by 0.0°; 3D parts id=2 (mean z=1.00) and id=1 (mean z=1.00) overlap 183.6 pt²; normals differ by 0.0°; 3D parts id=2 (mean z=1.00) and id=1 (mean z=1.00) overlap 183.6 pt²; normals differ by 0.0° (+21 more),True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
329,gpt-4.1-mini,3d shapes,rectangular prism,True,7278.524416993605,3486,501,20.570500011672266,0.5,False,N/A,No angle indicators to check,False,"node bbox ((114.3, 11.4) to (132.3, 17.4)) exceeds canvas allowance (+/- 5.0pt)",False,Numeric label '3 cm' is 68.4pt from nearest edge (limit 55.0pt); Numeric label '3 cm' is 92.8pt from nearest edge (limit 55.0pt),True,No problematic overlaps detected,False,Elements below readability threshold 1.5pt: shape id=1 (0.1pt); shape id=2 (0.1pt); shape id=1 (0.4pt) (+1 more),True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
330,gpt-4.1-mini,3d shapes,rectangular prism,True,12174.884707987076,3797,708,27.22091699251905,0.4,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,3D-part solids id=1 and id=2 overlap (~8.00 units³); Solid segment overlaps interior of 3D part id=1; Solid segment overlaps interior of 3D part id=1 (+3 more),True,All elements >= 0.5pt,False,shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=2 (3D-part) vertices do not wrap to close the outline (+3 more),False,3D-part id=1 has too few distinct corners (6),N/A,No numeric labels to check,,
331,gpt-4.1-mini,3d shapes,rectangular prism,True,8598.507832997711,3205,662,80.52124999812804,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,"Labels assigned (6 total): Label 'Grid Paper for Drawing Rectangular Prisms' -> segment (distance=3.6pt); Label '(0,0)' -> segment (distance=0.0pt); Label '(20,0)' -> segment (distance=0.0pt); Label '(0,16)' -> segment (distance=0.0pt); Label '(20,16)' -> segment (distance=0.0pt); Label 'Use this grid to draw rectangular prisms.\\ Each square represents one unit.' -> segment (distance=10.7pt) (ties noted: Text label 'Grid Paper for Drawing Rectangular Prisms' ties elements (difference=0.0pt); Numeric label '(0,0)' ties edges (difference=0.0pt) (+4 more ties))",False,"Nodes 'Grid Paper for Drawing Rectangular Prisms' and '(0,16)' overlap (32.9 pt²); Nodes 'Grid Paper for Drawing Rectangular Prisms' and '(20,16)' overlap (32.9 pt²)",True,All elements >= 1.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=0) vs ((no id), label=20) → rel. error 2276219200000.000; Length proportion mismatch: ((no id), label=0) vs ((no id), label=20) → rel. error 2276219200000.000; Length proportion mismatch: ((no id), label=20) vs ((no id), label=0) → rel. error 1.000 (+1 more)",,
332,gpt-4.1-mini,3d shapes,rectangular prism,True,11412.328207996325,3525,1032,36.48629199597053,0.16666666666666666,False,N/A,No angle indicators to check,False,"node bbox ((-56.5, -132.5) to (-51.9, -126.5)) exceeds canvas allowance (+/- 5.0pt)",False,Numeric label '3' is 90.3pt from nearest edge (limit 55.0pt); Numeric label '2' is 68.1pt from nearest edge (limit 55.0pt); Numeric label '1' is 102.2pt from nearest edge (limit 55.0pt) (+1 more),False,3D parts id=14 (mean z=1.00) and id=4 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0°; 3D parts id=14 (mean z=1.00) and id=5 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0°; 3D parts id=14 (mean z=1.00) and id=6 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0° (+7 more),True,All elements >= 1.4pt,False,3D-part id=13 missing right face; top face; 3D-part id=14 missing front face; right face; 3D-part id=15 missing front face; top face,False,3D-part id=13 has too few distinct corners (4); 3D-part id=14 has too few distinct corners (4); 3D-part id=15 has too few distinct corners (4),N/A,Not enough labeled pairs to compare proportions,,
333,gpt-4.1-mini,3d shapes,rectangular prism,True,27870.836458008853,3374,2325,60.44283299706876,0.4,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,3D parts id=38 (mean z=1.00) and id=10 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0°; 3D parts id=38 (mean z=1.00) and id=11 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0°; 3D parts id=38 (mean z=1.00) and id=22 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0° (+11 more),True,All elements >= 0.7pt,False,3D-part id=37 missing right face; top face; 3D-part id=38 missing front face; right face; 3D-part id=39 missing front face; top face,False,3D-part id=37 has too few distinct corners (4); 3D-part id=38 has too few distinct corners (4); 3D-part id=39 has too few distinct corners (4),N/A,No numeric labels to check,,
334,gpt-4.1-mini,3d shapes,rectangular prism,True,21660.822999998345,3401,1588,47.82220900233369,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,False,3D-part id=25 missing right face; top face; 3D-part id=26 missing front face; right face; 3D-part id=27 missing front face; top face,False,3D-part id=25 has too few distinct corners (4); 3D-part id=26 has too few distinct corners (4); 3D-part id=27 has too few distinct corners (4),N/A,No numeric labels to check,,
335,gpt-4.1-mini,3d shapes,rectangular prism,True,11266.064249997726,3389,669,21.330582996597514,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (3 total): Label '10 mm' -> shape_edge (polygon) (distance=5.4pt); Label '6 mm' -> shape_edge (polygon) (distance=5.4pt); Label '4 mm' -> segment (distance=5.4pt) (ties noted: Numeric label '10 mm' ties edges (difference=0.0pt); Numeric label '4 mm' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 1.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=10) vs ((no id), label=6) → rel. error 0.400; Length proportion mismatch: ((no id), label=10) vs ((no id), label=4) → rel. error 0.733; Length proportion mismatch: ((no id), label=6) vs ((no id), label=4) → rel. error 0.556",,
336,gpt-4.1-mini,3d shapes,rectangular prism,True,92194.08912499784,3393,6433,3.744542002095841,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,False,3D-part id=113 missing right face; top face; 3D-part id=114 missing front face; right face; 3D-part id=115 missing front face; top face,False,3D-part id=113 has too few distinct corners (4); 3D-part id=114 has too few distinct corners (4); 3D-part id=115 has too few distinct corners (4),N/A,No numeric labels to check,,
337,gpt-4.1-mini,3d shapes,rectangular prism,True,3671.8407920125173,3329,270,7.944333992782049,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
338,gpt-4.1-mini,3d shapes,rectangular prism,True,467123.7587499927,4175,956,10.99258300382644,0.42857142857142855,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (7 total): Label '7×4×5 cm' -> segment (distance=7.1pt); Label '3×4×5 cm' -> segment (distance=1.3pt); Label '10×2×5 cm' -> shape_edge id=1 (3D-part) (distance=0.3pt); Label '7×2×5 cm' -> segment (distance=15.8pt); Label 'L-shaped composite figure' -> shape id=2 (3D-part) (distance=1.5pt); Label 'Method 1: 7×4×5 + 3×4×5' -> shape_edge id=2 (3D-part) (distance=5.8pt); Label 'Method 2: 10×2×5 + 7×2×5' -> shape_edge id=2 (3D-part) (distance=10.1pt) (ties noted: Numeric label '3×4×5 cm' ties edges (difference=1.4pt); Numeric label '7×2×5 cm' ties edges (difference=2.2pt) (+3 more ties)),False,Nodes 'L-shaped composite figure' and 'Method 1: 7×4×5 + 3×4×5' overlap (377.1 pt²); Nodes 'Method 1: 7×4×5 + 3×4×5' and 'Method 2: 10×2×5 + 7×2×5' overlap (161.2 pt²),True,All elements >= 0.9pt,False,3D-part id=1 missing front face; right face; 3D-part id=2 missing right face; top face,False,3D-part id=1 has too few distinct corners (4); 3D-part id=2 has too few distinct corners (4),False,"Length proportion mismatch: ((no id), label=7) vs ((no id), label=3) → rel. error 0.571; Length proportion mismatch: ((no id), label=7) vs ((no id), label=10) → rel. error 0.429; Length proportion mismatch: ((no id), label=7) vs ((no id), label=1) → rel. error 0.857 (+11 more)",,
339,gpt-4.1-mini,3d shapes,rectangular prism,True,17882.3229589907,3993,1215,41.52270799386315,0.7142857142857143,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label '9 cm' -> segment (distance=3.0pt); Label '4 cm' -> shape_edge id=1 (3D-part) (distance=4.3pt); Label '2 cm' -> segment (distance=0.0pt); Label '3 cm' -> shape_edge id=1 (3D-part) (distance=2.7pt); Label '3 cm' -> segment (distance=0.0pt) (ties noted: Numeric label '9 cm' ties edges (difference=0.0pt); Numeric label '4 cm' ties edges (difference=0.0pt) (+3 more ties)),False,Node '3 cm' crosses the boundary of 3D part id=1; Node '3 cm' crosses the boundary of 3D part id=1; Solid segment overlaps interior of 3D part id=1,True,All elements >= 0.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=9) vs ((no id), label=2) → rel. error 0.500; Length proportion mismatch: ((no id), label=9) vs ((no id), label=3) → rel. error 0.667; Length proportion mismatch: ((no id), label=9) vs ((no id), label=3) → rel. error 0.250 (+6 more)",,
340,gpt-4.1-mini,3d shapes,rectangular prism,True,415153.6382500053,3345,266,7.046500002616085,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 2.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
341,gpt-4.1-mini,3d shapes,rectangular prism,True,14856.763750009122,3282,1435,38.706292005372234,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
342,gpt-4.1-mini,3d shapes,rectangular prism,True,43518.28958299302,3452,3243,78.60041699314024,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.2pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
343,gpt-4.1-mini,3d shapes,rectangular prism,True,97100.31558301125,3361,7045,134.73799999337643,0.4,False,N/A,No angle indicators to check,False,"shapes id=21 bbox ((-41.2, 49.1) to (-18.1, 72.3)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.9pt,False,3D-part id=129 missing right face; top face; 3D-part id=130 missing front face; right face; 3D-part id=131 missing front face; top face,False,3D-part id=129 has too few distinct corners (4); 3D-part id=130 has too few distinct corners (4); 3D-part id=131 has too few distinct corners (4),N/A,No numeric labels to check,,
344,gpt-4.1-mini,3d shapes,rectangular prism,True,13045.48225000326,3457,993,29.004750002059154,0.8333333333333334,False,N/A,No angle indicators to check,False,"shapes id=4 bbox ((-39.9, -67.0) to (-16.7, -43.8)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (3 total): Label 'Length' -> segment (distance=46.4pt); Label 'Width' -> segment (distance=47.6pt); Label 'Height' -> segment (distance=42.2pt),True,No problematic overlaps detected,True,All elements >= 4.1pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
345,gpt-4.1-mini,3d shapes,rectangular prism,True,11144.985250008176,3827,554,3.3332080056425184,1.0,True,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
346,gpt-4.1-mini,3d shapes,rectangular prism,True,40416.63533401152,3623,2734,70.51620898710098,0.8,False,N/A,No angle indicators to check,False,"line_segments bbox ((-81.8, -81.8) to (279.6, -81.8)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 4.4pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
347,gpt-4.1-mini,3d shapes,rectangular prism,True,8959.355291997781,3343,582,16.597041991190054,0.6,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,3D-part solids id=1 and id=2 overlap (~0.96 units³),True,All elements >= 1.1pt,False,shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=1 (3D-part) vertices do not wrap to close the outline (+5 more),True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
348,gpt-4.1-mini,3d shapes,rectangular prism,True,69493.4944580018,3524,4788,89.21995900163893,0.6666666666666666,False,N/A,No angle indicators to check,False,"shapes id=7 bbox ((-62.9, -62.9) to (-39.7, -39.7)) exceeds canvas allowance (+/- 5.0pt)",False,Numeric label '3×2×7' is 67.2pt from nearest edge (limit 55.0pt); Numeric label '5×4×2' is 75.1pt from nearest edge (limit 55.0pt),True,No problematic overlaps detected,True,All elements >= 1.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
349,gpt-4.1-mini,3d shapes,rectangular prism,True,4326.6755000076955,3259,368,15.982625001925044,0.8571428571428571,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (6 total): Label '4 × 3' -> shape_edge (polygon) (distance=15.1pt); Label '4 × 2' -> shape_edge (polygon) (distance=15.1pt); Label '3 × 2' -> shape_edge (polygon) (distance=33.1pt); Label '3 × 2' -> shape_edge (polygon) (distance=33.1pt); Label '4 × 3' -> shape_edge (polygon) (distance=15.1pt); Label '4 × 2' -> shape_edge (polygon) (distance=15.1pt) (ties noted: Numeric label '4 × 3' ties edges (difference=0.0pt); Numeric label '4 × 2' ties edges (difference=0.0pt) (+2 more ties)),True,No problematic overlaps detected,True,All elements >= 1.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Area proportion mismatch: ((no id), label=4) vs ((no id), label=3) → rel. error 0.500; Area proportion mismatch: ((no id), label=4) vs ((no id), label=3) → rel. error 0.500; Area proportion mismatch: ((no id), label=4) vs ((no id), label=3) → rel. error 0.500 (+5 more)",,
350,gpt-4.1-mini,3d shapes,rectangular prism,True,11675.987624999834,3635,943,25.76408399909269,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,False,3D-part id=13 missing right face; top face; 3D-part id=14 missing front face; right face; 3D-part id=15 missing front face; top face,False,3D-part id=13 has too few distinct corners (4); 3D-part id=14 has too few distinct corners (4); 3D-part id=15 has too few distinct corners (4),N/A,No numeric labels to check,,
351,gpt-4.1-mini,3d shapes,rectangular prism,True,13605.752624993329,3268,966,26.941541000269353,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,"Stacked unit cubes without fill detected at (0.00, 0.00), (0.00, 1.00), (1.00, 0.00) (+5 more); front cubes will expose rear edges",True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
352,gpt-4.1-mini,3d shapes,rectangular prism,True,8475.229082992882,3171,642,24.978000001283363,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,"Stacked unit cubes without fill detected at (0.00, 0.00), (0.00, 1.00), (1.00, 0.00) (+3 more); front cubes will expose rear edges",True,All elements >= 0.5pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
353,gpt-4.1-mini,3d shapes,rectangular prism,True,5941.794583006413,3361,387,19.877707993146032,0.8333333333333334,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label 'l (length)' -> segment (distance=0.0pt); Label 'h (height)' -> segment (distance=0.0pt); Label 'w (width)' -> segment (distance=0.0pt); Label 'Volume Formula for Rectangular Prism' -> segment (distance=19.9pt); Label 'V = l × w × h' -> segment (distance=29.6pt) (ties noted: Text label 'w (width)' ties elements (difference=0.0pt)),False,Node 'w (width)' sits directly on top of a diagram edge,True,All elements >= 1.7pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
354,gpt-4.1-mini,3d shapes,rectangular prism,True,57533.3739159978,3597,2236,51.35745900042821,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,True,Labels assigned (2 total): Label 'Prism 1' -> segment (distance=0.0pt); Label 'Prism 2' -> shape_edge id=2 (3D-part) (distance=0.0pt) (ties noted: Numeric label 'Prism 1' ties edges (difference=0.0pt); Numeric label 'Prism 2' ties edges (difference=0.0pt)),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,Not enough labeled pairs to compare proportions,,
355,gpt-4.1-mini,3d shapes,rectangular prism,True,11954.224332992453,3549,839,10.218000010354444,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,3D-part solids id=1 and id=2 overlap (~0.03 units³),True,All elements >= 0.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
356,gpt-4.1-mini,3d shapes,rectangular prism,True,39595.75441600464,3513,2220,56.307583989109844,0.8,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,False,3D-part solids id=1 and id=2 overlap (~0.12 units³); 3D parts id=1 (mean z=1.00) and id=2 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0°; 3D parts id=1 (mean z=1.00) and id=2 (mean z=0.50) overlap 92.3 pt²; normals differ by 0.0° (+3 more),True,All elements >= 1.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
357,gpt-4.1-mini,3d shapes,rectangular prism,True,6656.123667009524,3410,498,25.409958005184308,0.7142857142857143,False,N/A,No angle indicators to check,False,"shapes bbox ((72.3, 108.4) to (216.8, 216.8)) exceeds canvas allowance (+/- 5.0pt)",True,Labels assigned (17 total): Label '12' -> shape_edge (polygon) (distance=51.2pt); Label '18' -> shape_edge (polygon) (distance=31.6pt); Label '18' -> shape_edge (polygon) (distance=31.6pt); Label '12' -> shape_edge (polygon) (distance=51.2pt); Label '24' -> shape_edge (polygon) (distance=51.2pt); Label '24' -> shape_edge (polygon) (distance=51.2pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '6' -> shape_edge (polygon) (distance=0.0pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '6' -> shape_edge (polygon) (distance=0.0pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '6' -> shape_edge (polygon) (distance=0.0pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '3' -> shape_edge (polygon) (distance=0.0pt); Label '3' -> shape_edge (polygon) (distance=0.0pt); Label '4' -> shape_edge (polygon) (distance=0.0pt); Label '6' -> shape_edge (polygon) (distance=0.0pt) (ties noted: Numeric label '12' ties edges (difference=0.0pt); Numeric label '18' ties edges (difference=0.0pt) (+7 more ties)),True,No problematic overlaps detected,True,All elements >= 3.0pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Area proportion mismatch: ((no id), label=12) vs ((no id), label=18) → rel. error 2.000; Area proportion mismatch: ((no id), label=12) vs ((no id), label=18) → rel. error 2.000; Area proportion mismatch: ((no id), label=12) vs ((no id), label=24) → rel. error 1.000 (+27 more)",,
358,gpt-4.1-mini,3d shapes,rectangular prism,True,18788.774040993303,3355,1387,42.78425000666175,1.0,True,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.6pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
359,gpt-4.1-mini,3d shapes,rectangular prism,True,165237.24074999336,3452,11489,182.541707996279,0.8,False,N/A,No angle indicators to check,False,"shapes id=6 bbox ((-62.0, 46.4) to (-38.9, 69.5)) exceeds canvas allowance (+/- 5.0pt)",N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 1.3pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
360,gpt-4.1-mini,3d shapes,rectangular prism,True,54658.0420829996,3385,3240,55.162667005788535,0.6,False,N/A,No angle indicators to check,True,Diagram is fully in canvas,N/A,No labels to check,True,No problematic overlaps detected,True,All elements >= 0.7pt,False,3D-part id=55 missing right face; top face; 3D-part id=56 missing front face; right face; 3D-part id=57 missing front face; top face,False,3D-part id=55 has too few distinct corners (4); 3D-part id=56 has too few distinct corners (4); 3D-part id=57 has too few distinct corners (4),N/A,No numeric labels to check,,
361,gpt-4.1-mini,3d shapes,rectangular prism,True,434946.7509160022,3836,489,27.14074999676086,0.5,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (5 total): Label '\leftZ ft' -> shape id=1 (3D-part) (distance=0.0pt); Label '\leftX ft' -> segment (distance=0.0pt); Label '\leftY ft' -> shape id=2 (3D-part) (inside shape); Label '\rightZ ft' -> shape id=1 (3D-part) (inside shape); Label '\rightX ft' -> shape id=1 (3D-part) (inside shape) (ties noted: Text label '\leftZ ft' ties elements (difference=0.0pt)),False,Nodes '\leftY ft' and '\rightX ft' overlap (97.5 pt²); Node '\rightZ ft' crosses the boundary of 3D part id=1,True,All elements >= 1.4pt,False,shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=1 (3D-part) vertices do not wrap to close the outline; shape id=2 (3D-part) vertices do not wrap to close the outline (+3 more),False,3D-part id=1 has too few distinct corners (6); 3D-part id=2 has too few distinct corners (6),N/A,No numeric labels to check,,
362,gpt-4.1-mini,3d shapes,rectangular prism,True,66219.03566700348,4076,3686,76.55891600006726,0.8,False,N/A,No angle indicators to check,True,No canvas constraints applied,N/A,No labels to check,False,Solid segment overlaps interior of 3D part id=11; Solid segment overlaps interior of 3D part id=5; Solid segment overlaps interior of 3D part id=26 (+5 more),True,All elements >= 0.8pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,N/A,No numeric labels to check,,
363,gpt-4.1-mini,3d shapes,rectangular prism,True,8878.623541997513,3851,629,31.321999995270744,0.8571428571428571,False,N/A,No angle indicators to check,True,No canvas constraints applied,True,Labels assigned (6 total): Label '2 m' -> segment (distance=0.0pt); Label '6 m' -> segment (distance=0.0pt); Label '2 m' -> segment (distance=0.0pt); Label '3 m' -> segment (distance=0.0pt); Label '2 m' -> segment (distance=0.0pt); Label '2 m' -> segment (distance=0.0pt) (ties noted: Numeric label '2 m' ties edges (difference=0.0pt); Numeric label '2 m' ties edges (difference=0.0pt) (+1 more ties)),True,No problematic overlaps detected,True,All elements >= 0.9pt,True,All shapes marked closed,True,Shape parameters are non-degenerate,False,"Length proportion mismatch: ((no id), label=2) vs ((no id), label=6) → rel. error 0.250; Length proportion mismatch: ((no id), label=2) vs ((no id), label=2) → rel. error 0.250; Length proportion mismatch: ((no id), label=6) vs ((no id), label=2) → rel. error 0.200 (+5 more)",,
